STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FOREST_FIRE,Forest_fire,AREA,Area,CWT,Province,UNIT,Unit measure,FREQ,Frequecny,TIME_PERIOD,OBS_VALUE
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2547,7
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2548,13
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2549,2
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2550,10
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2551,6
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2552,1
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2553,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2554,4
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2555,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2556,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2557,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2558,2
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2559,9
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2560,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2561,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2562,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2563,7
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2564,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2565,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH2,Central,23,Trat,TS,Times,A,Annual,2566,1
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2542,7829
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2543,4791
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2544,9493.5
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2545,10083.5
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2546,6713
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2547,6970
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2548,7754.25
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2549,3719
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2550,8750
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2551,2402
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2552,2477
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2553,2091
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2554,820
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2555,2499.25
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2556,2954.5
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2557,2918.5
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2558,3839.5
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2559,4800
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2560,3703
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2561,3730.13
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2562,7711.8
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2563,4123.75
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2564,2715.75
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2565,1693
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH3,North,58,Mae Hong Son,RAI,Rai,A,Annual,2566,2734.25
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2542,26
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2543,9
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2544,44
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2545,71
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2546,108
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2547,49
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2548,40
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2549,35
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2550,23
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2551,15
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2552,22
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2553,71
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2554,47
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2555,45
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2556,119
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2557,54
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2558,60
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2559,79
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2560,82
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2561,40
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2562,49
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2563,54
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2564,25
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2565,47
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,48,Nakhon Phanom,TS,Times,A,Annual,2566,95
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2542,11
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2543,13
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2544,16
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2545,47
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2546,15
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2547,10
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2548,16
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2549,4
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2550,10
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2551,3
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2552,4
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2553,4
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2554,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2555,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2556,4
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2557,3
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2558,2
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2559,1
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2560,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2561,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2562,1
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2563,4
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2564,2
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2565,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH5,South,85,Ranong,TS,Times,A,Annual,2566,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2542,23
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2543,72
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2544,89
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2545,87
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2546,100
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2547,78
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2548,88
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2549,38
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2550,87
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2551,30
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2552,77
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2553,106
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2554,34
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2555,26
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2556,56
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2557,24
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2558,35
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2559,25
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2560,25
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2561,47
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2562,30
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2563,18
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2564,9
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2565,1
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,PF,Put out forest fires,TH4,Northeastern,43,Nong Khai,TS,Times,A,Annual,2566,71
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2542,1350
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2543,2948
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2544,670
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2545,3107
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2546,624
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2547,1620
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2548,3440
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2549,307
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2550,1847.5
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2551,207
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2552,1849
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2553,851
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2554,80
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2555,6
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2556,367.8
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2557,1310.6
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2558,332.66
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2559,758
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2560,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2561,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2562,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2563,9
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2564,1
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2565,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH5,South,86,Chumphon,RAI,Rai,A,Annual,2566,0
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2542,8303
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2543,2790
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2544,2864
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2545,10202
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2546,3004
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2547,5632
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2548,10555
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2549,3060
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2550,6497
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2551,5457
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2552,2078
DATAFLOW,TNSO:DF_21F_FIRE(1.1),The Forest Fire Dataflow,I,AB,The area burned,TH4,Northeastern,30,Nakhon Ratchasima,RAI,Rai,A,Annual,2553,2175
